genre,director actor1 actor2 title,year,rating,releasedate
Thriller,Artii Smith Martin Sensmeier Maxine Goynes Lilin's Brood,2016,5.1,5-Feb-16
Comedy,None Greg Behrendt Kent Voss Never Been Thawed,2005,6.1,15-Apr-05
Action,None Steven Chiado Christian M. Condrick Emulation,2010,3.4,NA
Comedy,Tamra Davis Chris Rock Allen Payne CB4,1993,6.2,12-Mar-93
Comedy,None Cindy Hung Clara Bercaru Sakenara,2004,8.9,2004
Mystery,Greg Derochie Amber Jaeger Andrew Johnson Solitary,2009,5.3,NA
Crime,Jon Cassar Morris Chestnut Regina Hall When the Bough Breaks,2016,4.9,9-Sep-16
Drama,Joëlle Bentolila Giancarlo Esposito Pamela Gidley The Maze,1997,5.8,NA
Adventure,Edward Martin III Toren Atkinson Raymond Beckett The Dream-Quest of Unknown Kadath,2003,5.6,11-Oct-03
Comedy,Richard Quine Jack Lemmon Virna Lisi How to Murder Your Wife,1965,6.6,26-Jan-65
Drama,Richard Attenborough Michael Douglas Terrence Mann A Chorus Line,1985,6.1,20-Dec-85
Action,Joseph O'Brien David Hayter Maria del Mar Devil's Mile,2014,3.7,12-Aug-14
Drama,Woody Allen Cate Blanchett Alec Baldwin Blue Jasmine,2013,7.3,23-Aug-13
Comedy,Kiff Scholl Kelsey Wedeen Rebecca Larsen Scream of the Bikini,2009,7.3,8-Oct-09
Thriller,Rodman Flender Sally Kirkland Andre Rosey Brown In the Heat of Passion,1992,5.5,24-Jan-92
Horror,Bob Badway Marguerite Moreau Brittany Curran The Uninvited,2008,4.1,2008
Drama,Stephen Coombs Zarah Mahler Dustin Ingram Salt Water,2016,5.1,2016
Horror,Bruce G. Hallenbeck Veronica Carlson Jeff Kirkendall Black Easter,1994,6.5,NA
Comedy,Nick Zedd Janeane Garofalo Lloyd Kaufman Werewolf Bitches from Outer Space,2016,2.8,2016
Drama,John Huddles Edward Atterton Jennifer Connelly Far Harbor,1996,5,22-Nov-96
Horror,Isaac Gabaeff Brooke Butler Cleo Berry The Sand,2015,3.8,13-Oct-15
Drama,None Raymond J. Barry Jarek Kupsc Slumberland,2006,8.6,11-Sep-06
Action,Courtney Solomon Justin Whalin Jeremy Irons Dungeons & Dragons,2000,3.7,8-Dec-00
Drama,None Rebecca Boyd Julia Dion The Eden Myth,1999,6.9,13-Jun-99
Horror,Arthur Leo Collins Brittiani McNeil Ketcham Jenn Kaelber The House on the Wrong Side of the Tracks,2013,4.8,11-Oct-13
Crime,Christopher Reynolds Larry Williams Jodi Russell Lethal Justice,1991,5.8,NA
Comedy,Don E. FauntLeRoy Stephanie Beacham Ria Coyne Seven Days of Grace,2006,4.1,1-Apr-06
Thriller,Jason McKenney Adrian Almaraz Scott Hart Method to Madness,2004,6.4,10-Mar-04
Adventure,Rawson Marshall Thurber Jon Foster Peter Sarsgaard The Mysteries of Pittsburgh,2008,5.4,20-Jan-08
Romance,Jake Helgren Andrea Bowen Nick Bateman Wedding Wonderland,2017,5.2,25-Dec-17
Horror,Fred Gallo Marc Singer Laura Mae Tate Dead Space,1991,3.3,21-Jan-91
Action,Brandon De-Wilde Jonathan Ke Quan Eddie Saavedra Breathing Fire,1991,5.5,15-Jul-92
Horror,Lonnie Schuyler Tim Anderson Jon Hazell Beneath the Mississippi,2008,2.5,2008
Action,Peter Pistor Freddy Rodríguez Stacy Logan The Fence,1994,4.3,NA
Comedy,Jack Norton Jillian Paige Joseph Lymous Jug Band Hokum,2015,7.9,25-Apr-15
Comedy,Ed Simpson Edward Asner John Cariani Elephant Sighs,2012,5.6,12-Jun-12
Drama,Nina May Joshua Blake Scott Clark Life Fine Tuned,2011,6.1,2012
Action,Kris Kardash Emilio Roso Michael Madsen Joshua Tree,2011,5.4,11-Feb
Comedy,Joe Otting Chris Diamantopoulos Kelly Overton Under New Management,2009,6,10-Dec
Comedy,William O. Brown Joy Harmon Anthony Eisley One Way Wahine,1965,4.7,Sep-65
Comedy,None Sean Warner Scott Javore The Alumni Chapter,2011,6.3,19-Feb-11
Adult,None Buddy Boone Keith Erickson The Virgin Rape,1971,4.4,1971
Drama,Emile de Antonio John Randolph Jones Susan Lynch In the King of Prussia,1983,6.8,13-Feb-83
Action,Eric Chambers Layla Alexander Marquita Terry Lost in Plainview,2005,4.2,15-Aug-06
Horror,Norman Earl Thomson Al Ricketts Edward M. Shannon Akuma no niwa,1967,2.7,1967
Drama,Valerio Esposito Tom Sizemore Christina Bennett Lind Calico Skies,2016,5.7,16-Nov
Horror,Victor Salva Nathan Forrest Winters Brian McHugh Clownhouse,1989,5.8,1-Jun-89
Drama,Dover Koshashvili Andrew Scott Fiona Glascott Anton Chekhov's The Duel,2010,6.9,28-Apr-10
Drama,Lindsay Bourne JR Bourne Fred Henderson Stuck,2002,7.2,10-Jan-02
Action,Antony Hoffman Val Kilmer Carrie-Anne Moss Red Planet,2000,5.7,10-Nov-00
Action,Brett Ratner Jackie Chan Chris Tucker Rush Hour 3,2007,6.2,10-Aug-07
Comedy,Chris Rentzel Tze Yep Carmela Lamberti The Many Strange Stories of Triangle Woman,2008,3.8,2008
Comedy,Jessica Yu Andrew Vo Khary Payton Ping Pong Playa,2007,6,5-Sep-08
Crime,Fraser C. Heston Max von Sydow Ed Harris Needful Things,1993,6.2,27-Aug-93
Horror,None Jeffrey S. Bromley Laurie Beckeman Zombie Atrocity: The Italian Zombie Movie - Part 2,2010,7.1,30-Jul-10
Comedy,Nacho G. Velilla Omar Chaparro Martha Higareda No Manches Frida,2016,5.7,2-Sep-16
Fantasy,Cybil Richards Holly Sampson Shannan Leigh Platinum Blonde,2001,5.1,5-Mar-08
Drama,Christopher Scott Cherot Richard T. Jones Blair Underwood G,2002,5,28-Oct-05
Action,D.C. Osman Chester See Mandy Van Duyne Consumption,2010,7.6,2010
Comedy,Van Elder Ben Watkins Laz Alonso Issues,2005,6.7,5-Sep
Comedy,Jerry Paris James Garner Debbie Reynolds How Sweet It Is!,1968,6,25-Sep-68
Action,Don Michael Paul Morris Chestnut Steven Seagal Half Past Dead,2002,4.6,15-Nov-02
Sci-Fi,Drew Maxwell Lucian McAfee Cotter Smith The Sleeper,2005,7,1-May-05
Crime,William A. Fraker Robert Shaw Sally Kellerman A Reflection of Fear,1972,6.3,11-May-73
Drama,Miles Levin Austin Bellach Jenifer Coté Project: User,2014,7.9,26-Jul-14
Crime,Joseph Petito Gilbrando Acevedo Chris Lazzaro Denounced,2012,6.8,NA
Adult,Carlos Tobalina Shaun Michelle Crystal Hart Flesh Pond,1983,3.9,NA
Horror,Yvette Hoffman David Heavener Monique Parent The Catcher,1998,3.1,1998
Animation,Duke Johnson David Thewlis Jennifer Jason Leigh Anomalisa,2015,7.2,21-Jan-16
Drama,James Ivory Shashi Kapoor Felicity Kendal Shakespeare-Wallah,1965,6.9,Dec-65
Action,William Girdler Leslie Nielsen Gary Lockwood Project: Kill,1976,3.9,Oct-76
Adult,Henri Pachard Shanna McCullough Alicia Monet Making Ends Meet,1988,5.6,NA
Comedy,Jacqueline Garry Amy Laughlin Sara Elena Knight The Curse,1999,6.5,NA
Biography,Robert Wise Julie Andrews Richard Crenna Star!,1968,6.6,22-Oct-68
Comedy,John Lerchen Domenica Cameron-Scorsese Tommy Beardmore Less Than 30,2016,8.3,NA
Drama,None Jack Stanis Kylah Honkala Slash 3,2015,7.5,24-Jul-15
Adult,William Higgins Buster Cory Adams Sailor in the Wild,1983,8.6,NA
Comedy,Doron Max Hagay Andrea Finlayson Jane Finlayson Perfect Thoughts,2012,7.2,NA
Action,Howard McCain Jim Caviezel Sophia Myles Outlander,2008,6.3,11-Jul-08
Action,Fred Olen Ray Michelle Clunie Tracey Gold Solar Flare,2008,2.4,6-Jun-08
Biography,Steve Carver Ben Gazzara Susan Blakely Capone,1975,5.7,16-Apr-75
Adventure,Castille Landon Avery Arendes Stephen Dorff Albion: The Enchanted Stallion,2016,5.3,4-Apr-17
Action,Craig R. Baxley Brian Bosworth Lance Henriksen Stone Cold,1991,5.9,17-May-91
Thriller,Jim Cinque Kathy Allen George Oakley The Night of the Cat,1973,4,1973
Drama,Hal Needham Bart Conner Lori Loughlin Rad,1986,7.2,28-Mar-86
Crime,Joe Brewster Giancarlo Esposito Regina Taylor The Keeper,1995,6.1,5-Sep-97
Comedy,Larry Wolk Morganna Harry W. Stinger How I Became a Nudist,1968,8,12-Nov-68
Drama,None Oto Brezina Jeff Cooper A Father's Worth,2007,8.2,25-Mar-07
Adult,Richard Mailer Herschel Savage Michael Gaunt Business as Usual,1978,5.6,1978
Action,None Patrick Bergin Lysette Anthony Beneath Loch Ness,2001,3.2,6-Jul-01
Comedy,Chris Spencer Joey Lauren Adams David Lansbury Valley Inn,2014,7.2,4-Apr-14
Comedy,Zack Ordynans Tom Roy Rebecca Kush Palace Living,2013,8.4,1-Jan-15
Horror,Jack Williams Don Bradley Jackson Meyers Mrs. Death,1999,6,28-Dec-99
Comedy,Vaughn Verdi Shonda Farr David Scott Lago A Couple of Days and Nights,2005,8.3,22-Oct-05
Comedy,Chuck Vincent Dennis Drake Steven Holt Preppies,1984,4,Apr-84
Comedy,Hunter Carson Haley Webb Tinsel Korey Single in South Beach,2015,6.3,13-Apr-15
Horror,Chad Armstrong Jim O'Rear Richard Chandler Deimosimine,2017,7,30-Aug-17
Drama,Juan Frausto Javier Berrios David Blancas Silent Shame,2009,7.2,9-Apr
Action,Roger Corman Peter Fonda Nancy Sinatra The Wild Angels,1966,5.7,20-Jul-66
Crime,Sacha Gervasi Chloë Grace Moretz Ansel Elgort November Criminals,2017,5.2,7-Nov-17
Drama,Darren Aronofsky Ellen Burstyn Jared Leto Requiem for a Dream,2000,8.3,15-Dec-00
Action,Henning Schellerup Roger E. Mosley William Smith Sweet Jesus  Preacherman,1973,5.1,25-May-73
Drama,Damon Santostefano Sheree Ali Frank Coraci Last Man Running,2003,8.2,13-Jun-03
Drama,Bernard Salzmann Lea Thompson Vincent Spano The Unknown Cyclist,1998,5.9,10-Oct-98
Action,Robert Child Hillary Styer Ken Arnold The Wereth Eleven,2011,6.2,16-Feb-11
Action,Henning Schellerup Sunshine Woods Sandy Dempsey The Black Alley Cats,1973,5.9,Sep-73
Crime,Maury Dexter Russ Bender Douglass Dumbrille Air Patrol,1962,5.3,17-Jul-62
Horror,Neal Edelstein Jasmine Berg Jenna Berman Dark Hearts,2014,7.8,20-Nov-14
Fantasy,Phil Messerer Devon Dionne Eilis Cahill Bloodborn,2008,6.6,11-Nov-14
Comedy,Nathanael Coffman Escher Holloway Gia Mantegna Getting That Girl,2011,5,23-Oct-11
Action,James Cameron Sigourney Weaver Michael Biehn Aliens,1986,8.4,18-Jul-86
Drama,David Jackson Hannah Barefoot Thomas Beaudoin Off the Rails,2017,5.6,18-Aug-17
Drama,Dirk Shafer Jonathan Wade-Drahos Andre Khabbazi Circuit,2001,5.2,8-May-02
Horror,Larry Thomas Al Baker John Bliss Mutilations,1986,5.6,NA
Comedy,Brandon Dickerson Amy Acker David Arquette Amanda & Jack Go Glamping,2017,5,29-Oct-17
Crime,Jeremy Saulnier Macon Blair Devin Ratray Blue Ruin,2013,7.1,9-Jul-14
Drama,E.B. Hughes George Katt Waylon Payne Turnabout,2016,7.2,2016
Horror,Wes Craven Sandra Peabody Lucy Grantham The Last House on the Left,1972,6,30-Aug-72
Comedy,Jay Leggett Mike Hatton Dave Foley Live Nude Girls,2014,4,19-Aug-14
Crime,Floyd Mutrux Clifton Tip Fredell Kit Ryder Dusty and Sweets McGee,1971,7.1,14-Jul-71
Adult,Alexander Kubelka Eric Edwards Jake Teague Bella,1980,6,1980
Comedy,Tony DeVries Charles Schefer Troy Lee Sargent Bartypes: A Stereotypical Comedy,2002,8.2,27-Apr-02
Horror,John William Holt Bill Oberst Jr. Austin Madding The Dooms Chapel Horror,2016,3.7,14-Jun-16
Comedy,Robert Remy Christian Gehring Bryan Gabriel Lamorena The Touchstone,2012,6.7,NA
Documentary,Leander Ward Zabou Breitman Mariella Frostrup The Crimson Wing: Mystery of the Flamingos,2008,7.3,25-Sep-09
Horror,Mauro Borrelli Aaron Dean Eisenberg Liz Fenning The Ghostmaker,2012,4.9,29-Nov-12
Drama,Mihailo Stanich Nina Serbedzija John Savage Cry of the Butterfly,2014,6.2,19-Jul-14
Sci-Fi,Allan Dwan Ron Randell Debra Paget Most Dangerous Man Alive,1961,5.5,16-Nov-61
Action,Dennis Dugan David Spade Jon Heder The Benchwarmers,2006,5.6,7-Apr-06
Drama,Benjamin J. Walter Jayna Sweet Matt Cooper Pink Zone,2014,6.7,19-Jul-16
Horror,Frank De Felitta Sharon Stone Steve Railsback Scissors,1991,5.2,22-Mar-91
Mystery,Greg Kerr Tim Delaney Karla Mason Unremembered,2009,6.8,13-May-09
Action,J. Lee Thompson Roddy McDowall Don Murray Conquest of the Planet of the Apes,1972,6.1,30-Jun-72
Action,Peter Howitt Ryan Phillippe Tim Robbins Antitrust,2001,6.1,12-Jan-01
Adult,None Saki St. Jermaine Jerry Butler Confessions 1,1992,7.2,NA
Sci-Fi,Francis D. Lyon Richard Egan Patricia Owens The Destructors,1968,4.9,Jan-68
Comedy,Sanjeev Sirpal Mircea Monroe Christopher Boyd Screw Cupid,2008,3.4,2008
Adventure,Eric Henry DJ Q-Bert D-Styles Wave Twisters,2001,7.3,23-Jan-01
Action,Christopher Krueger Justine Renee John C. Epperson Asphalt Angels,2014,4.4,2014
Horror,Justin M. Seaman Nikki Howell Nickolaus Joshua The Barn,2016,6,2016
Horror,Eric Ray Kristan Jakubczyk Jimmy Flowers Life Room,2009,2.9,2009
Comedy,Rob Lundsgaard Alexander Chaplin Jordan Ladd Dog Gone Love,2004,5.1,21-Sep-04
Comedy,Robert Mulligan Jennifer O'Neill Gary Grimes Summer of '42,1971,7.3,26-Apr-71
Action,Shea Sizemore Tom Wopat Jeff Fahey County Line,2017,8.4,16-Jun-17
Horror,Jay Lee Jade Dornfeld Amara Zaragoza Alyce Kills,2011,5.5,24-May-13
Comedy,Mary Knight Alix Angelis Kris Angelis Sister Mary's Angel,2011,7.7,1-Feb-14
Drama,Matthew Harrison Tami Reynolds Kris Park The Deep and Dreamless Sleep,2006,7.5,23-Jun-06
Comedy,Kipley Wentz Jefferson Arca Heather Ayers Much Ado,2003,6.9,21-Aug-03
Comedy,Herb Gardner Judd Hirsch Martin Balsam The Goodbye People,1984,6,31-Jan-86
Drama,Rajeev Nirmalakhandan Veronica Cartwright Rumer Willis The Odd Way Home,2013,6.9,25-Oct-13
Comedy,William Wyler Audrey Hepburn Peter O'Toole How to Steal a Million,1966,7.6,19-Aug-66
Biography,None David Dejonge Richard Thomas Pershing's Last Patriot,2013,8.9,NA
Romance,W. Lee Wilder Keith Larsen Ingrid Pitt The Omegans,1968,3.5,18-Feb-77
Comedy,Beeaje Quick Corbin Timbrook Anna Bocci Real Stories of the Donut Men,1997,6.5,25-Oct-97
Biography,Keith Melton William Hope Nasser Memarzia Mummies: Secrets of the Pharaohs,2007,6.6,25-May-07
Drama,Carlo Gustaff Theo Nicholas Pagones Jesse Bob Harper Runners,2001,7.9,29-Jul-01
Comedy,Frank Coraci Adam Sandler Kathy Bates The Waterboy,1998,6.1,6-Nov-98
Horror,Robert Newman Breeun Johnson Brant Leslie Clown,2007,6.6,9-Jun-07
Thriller,Bivas Biswas Katherine Stewart Shane Dean Paranoia,2012,5.5,30-Mar-12
Horror,Emmanuel Icaza Rex Adams Kate Alloway Ravenwood,2012,5.6,31-Oct-12
Action,Eduardo Durão Rhett Giles Andreas Beckett Way of the Vampire,2005,1.9,22-Feb-05
Adventure,Yvette Kaplan Mike Judge Bruce Willis Beavis and Butt-Head Do America,1996,6.8,20-Dec-96
Crime,Quentin Tarantino Harvey Keitel Tim Roth Reservoir Dogs,1992,8.3,2-Sep-92
Action,Daniel Zirilli Shawn Lock Paulina Gaitan Crossing Point,2016,5,3-May-16
Comedy,None Stephanie Sanditz Justin Dray Way Down in Chinatown,2014,6.9,1-Sep-14
Biography,Tom McGowan Faith Clift Howard Culver Brigham,1977,5.1,22-Nov-77
Comedy,Adam Dyess Mollie Anderson Sean Colony Call Center,2008,4.7,6-Feb-08
Documentary,None James Mathus Chris Phillips Squirrel Nut Zippers: Musical Candy,1996,8.5,4-Jun-96
Horror,Arthur Hiller Nick Mancuso David Warner Nightwing,1979,4.7,22-Jun-79
Comedy,Andrew Wagner Allen Wagner Judy Wagner The Talent Given Us,2004,5.3,11-Jun-04
Comedy,None Brittany Bentley Vanessa Gomez Vamps,2010,5.1,27-Oct-10
Drama,Dan Curtis Jonathan Frid Grayson Hall House of Dark Shadows,1970,6.5,6-Mar-71
Drama,Gabriel Long Gayle Rankin Brian J. Smith The Passing Season,2016,7.1,10-Aug-16
Adult,Jim Enright Britt Morgan Peter North The Bod Squad,1989,6.5,NA
Comedy,None Mark T. Lee Shane Land Exsanguination,2011,5.8,17-Feb-11
Drama,None Julian McMahon Alison Storry Magenta,1997,5.2,Jul-97
Documentary,Richard Winer Vincent Price Robert Deacon The Devil's Triangle,1974,6,23-Oct-74
Crime,Conor Allyn Sammi Hanratty Alexandra Holden Zoe Gone,2014,5.6,29-Mar-14
Adult,Abel Ferrara Pauline LaMonde Dominique Santos 9 Lives of a Wet Pussy,1976,4,20-Aug-76
Sci-Fi,Bryan Bagby Regan Gurr Adam Joseph L.I.N.X.,2000,5.9,NA
Comedy,Bob Clark Kathleen Turner Christopher Lloyd Baby Geniuses,1999,2.6,12-Mar-99
Drama,Oliver Stone Michael Caine Andrea Marcovicci The Hand,1981,5.4,24-Apr-81
Drama,Alberto Vidaurri Shannon Tweed Brett Baxter Clark Stormy Nights,1996,4.3,NA
Horror,Victor Bornia Rider Strong Danielle Keaton Darkening Sky,2010,4.5,NA
Comedy,Z. Winston Brown Andrew Hannibal Jackie Stevens Superbadazz,2008,2.1,29-Jul-08
Drama,So Yong Kim Paul Dano Margarita Levieva For Ellen,2012,6,19-Sep-12
Crime,John Hopkins Taylor Gilbert William Witt Torment,1986,3.4,Apr-86
Action,Norbert Meisel Nancy Kwan Robert Forster Walking the Edge,1985,5.5,11-Jan-85
Comedy,Mark Decena Dave Dyson Robert Lambrechts Unflinching Triumph: The Philip Rockhammer Story,2007,7.9,2-Jun-07
Adventure,Danny Leiner John Cho Kal Penn Harold & Kumar Go to White Castle,2004,7.1,30-Jul-04
Drama,Michael Landon Jr. Logan Bartholomew Peter Fonda The Ultimate Life,2013,6,6-Sep-13
Action,Eddie Rodriguez Gerald Fox Robert Marius Get the Terrorists,1987,6,Dec-87
Comedy,Joel Coen Michael Stuhlbarg Richard Kind A Serious Man,2009,7,6-Nov-09
Action,None Elizabeth Elise Gonzalez Christopher Jones Where One Stands,2007,2.6,27-Jul-07
Adventure,Ken Feinberg Eric Roberts Storm Reid Santa's Boot Camp,2016,4.4,15-Nov-16
Action,None Israel Adam Selah Armstrachan The Nether Experiment,2014,5.5,28-Nov-14
Adult,Paul Vatelli Cyndee Summers Craig Roberts Letters of Love,1985,6.3,15-May-07
Action,Worth Keeter Ian Hunter C.K. Bibby Unmasking the Idol,1986,4.9,7-May-87
Adult,Gerard Damiano Robert Kerman Nancy Dare Odyssey: The Ultimate Trip,1977,6.6,20-Oct-80
Drama,W.D. Hogan Tim Abell Bill Mendieta Soldier of God,2005,4.7,28-Oct-05
Comedy,None Austin Tindle Bayli Ryan Inventors and Vendors,2010,8.8,2011
Documentary,Michael C. Thomas Stephanie Drapeau Rachael Jane How to Become an Action Star in Ten Weeks (The True Story of How I Found Love),2009,7,1-Jun-09
Action,George Chung Kymberly Paige Patty Georgeson Blood Street,1988,5.7,19-Jun-90
Drama,Jayson Simba Nick Arens Rahad Coulter-Stevenson What Matters Most,2009,7.1,3-Jan-09
Horror,Erica D. Hayes Eboni Deberry Ashlee Marie McLemore My Boo,2013,3.9,1-Apr-13
Biography,Michael Cuesta Jeremy Renner Robert Patrick Kill the Messenger,2014,7,9-Oct-14
Comedy,Kevin Wagoner Matt Markey Sabrina Bolin Ricky,2010,7.9,NA
Comedy,Arthur John Barbara Kemp Sharon Kent Unholy Matrimony,1966,5.7,28-Dec-66
Crime,None Jordon Hodges Anne Winters Sand Castles,2014,7,16-Feb-16
Adult,Anthony Spinelli Steve Nolte Denise Connors Dirty Laundry,1988,3.6,1990
Drama,None Brittney Saylor Bill Johnson Lucid,2013,5.6,24-Jun-13
Comedy,Norman Jewison Rock Hudson Doris Day Send Me No Flowers,1964,7,14-Oct-64
Drama,Kurt St. Thomas Mike Gioscia Kat Corbett Captive Audience,1999,6.7,1999
Mystery,Brett Hatten Michael Allbright Daniel Britt The Monster's Mind,2006,7.6,8-Sep-06
Comedy,Colin Campbell Lee Kirk Joseph Sikora Pants on Fire,2008,6.9,2008
Action,Tony Scott Tom Cruise Tim Robbins Top Gun,1986,6.9,16-May-86
Biography,Gene Nelson Shary Marshall George Hamilton Your Cheatin' Heart,1964,6.6,Dec-64
Comedy,Judy Greer Allison Janney Jennifer Garner A Happening of Monumental Proportions,2017,6.3,5-May-17
Crime,James Keach Stacy Keach Geneviève Bujold False Identity,1990,5.9,8-Jun-90
Horror,Stephen Biro Scott Gabbey Lucio Giovannelli American Guinea Pig: Bouquet of Guts and Gore,2014,4.5,24-Oct-14
Adult,None Peter Berlin Arron Black That Boy,1974,7.1,NA
Horror,George A. Romero Keith Wayne Judith Ridley Night of the Living Dead,1968,7.9,4-Oct-68
Drama,None Tim Shane Parul Bhatia My Father's Daughter,2002,8.6,20-Sep-02
Drama,None David Jean Thomas Karen Black Every Minute Is Goodbye,1996,2.8,NA
Crime,Chris Sivertson Marc Senter Shay Astar The Lost,2006,6,18-Mar-08
Drama,Stan Brakhage Joel Haertling Gretchen LeMaistre Faustfilm: An Opera: Part I,1987,5.4,NA
Crime,Gregory Hoblit Dennis Quaid Jim Caviezel Frequency,2000,7.4,28-Apr-00
Horror,James Cullen Bressack Stefanie Estes Zack Ward Bethany,2017,4.6,5-Oct-17
Drama,Tom Anton Brooke Adams Michael Arata At Last,2005,6,2005
Crime,Aleksandr Sokolyn Gary M. Black Carlos Roberto Calderon The Two Men,2008,6.9,15-Nov-08
Documentary,Lawrence R. Hott Linda Hunt Ralph Waite Wild by Law,1991,7,NA
Comedy,Craig Lucas Matthew Perry Ben Foster Birds of America,2008,6.2,26-Feb-10
Comedy,Michael Ritchie Chevy Chase Jack Palance Cops and Robbersons,1994,5,15-Apr-94
Comedy,Clay Banks Dan Kalbfleisch Sawyer Peace Sumo Joe,2010,8.2,27-Mar-10
Drama,None Clayne Crawford Lew Temple A Fighting Season,2015,7.4,26-May-17
Comedy,David Zucker Kevin P. Farley Kelsey Grammer An American Carol,2008,4.3,3-Oct-08
Drama,Franklyn Andrea Argiro Dean Barry Last Night in Brooklyn,2009,4.3,1-Aug-09
Comedy,Claudio Guzmán Trini López Larry Hagman Antonio,1973,5.2,6-Jan-91
Adult,Ron Jeremy Scarlett O Blake Palmer The Great Sex Contest Round II,1989,5.2,NA
Comedy,Robert Ben Garant Dan Fogler Christopher Walken Balls of Fury,2007,5.3,29-Aug-07
Action,Michael Winner Charles Bronson Jan-Michael Vincent The Mechanic,1972,7,14-Dec-72
Adult,John Travis Brian Maxon Mike Henson Two Handfuls,1986,8.5,1986
Action,None Ted Jan Roberts Corey Feldman A Dangerous Place,1994,5.5,25-Apr-95
Horror,Leigh Scott Eliza Swenson Craig Blair The Penny Dreadful Picture Show,2013,5.1,8-Oct-13
Drama,Richard Newton Enrico Boetcher Brian Doyle-Murray Small White House,1990,7.5,Sep-90
Drama,Mitch Collier Dane Hurlburt Dora Madison Wasting Away,2009,5.1,NA
Horror,Jarret Tarnol Alexander Aguila Carson Aune Barrio Tales,2012,4,13-Jan-12
Comedy,Peter Bogdanovich Ryan O'Neal Tatum O'Neal Paper Moon,1973,8.2,9-May-73
Comedy,David Frankel Anne Hathaway Meryl Streep The Devil Wears Prada,2006,6.9,30-Jun-06
Comedy,Jerry Zucker Bette Midler Danny DeVito Ruthless People,1986,6.9,27-Jun-86
Comedy,Craig Johnson Woody Harrelson Sandy Oian-Thomas Wilson,2017,5.8,24-Mar-17
Action,Woo-sang Park Erik Estrada Johnathan Gorman Gang Justice,1991,6.2,11-Oct-91
Crime,Fred Carpenter Paul Regina Donna DeCianni The Blue Lizard,2002,6.6,2-Feb-03
Thriller,Michael Walker Paula Garcés Annabella Sciorra The Maid's Room,2013,4.5,8-Aug-14
Action,Michael Bay Shia LaBeouf Megan Fox Transformers: Revenge of the Fallen,2009,6,24-Jun-09
Action,Joe L. Roberts Thom Keller Cristopher Leonard Time and Time Again,2013,8.8,NA
Action,William Sachs Michael Paré Shannon Tweed The Last Hour,1991,4.5,3-Oct-91
Drama,Rob Nilsson Mira Larkin Michael Disend Attitude,2003,7.4,28-Aug-08
